ImageFile,Composition,Color,DoF,Light,Content,Score
iaa_pub10000_.jpg,0.6240000000000001,0.5599999999999999,0.6160000000000001,0.568,0.6400000000000001,0.6080000000000001
iaa_pub10001_.jpg,0.6960000000000001,0.5599999999999999,0.7120000000000001,0.576,0.6320000000000001,0.656
iaa_pub10002_.jpg,0.576,0.52,0.544,0.528,0.544,0.58
iaa_pub10003_.jpg,0.768,0.7120000000000001,0.7200000000000001,0.6400000000000001,0.672,0.7120000000000001
iaa_pub10004_.jpg,0.6400000000000001,0.528,0.592,0.504,0.592,0.6080000000000001
iaa_pub10005_.jpg,0.76,0.6880000000000001,0.7280000000000001,0.6320000000000001,0.7040000000000001,0.7360000000000001
iaa_pub10006_.jpg,0.7280000000000001,0.656,0.7360000000000001,0.656,0.7040000000000001,0.7240000000000001
iaa_pub10007_.jpg,0.6960000000000001,0.584,0.7120000000000001,0.6000000000000001,0.6240000000000001,0.672
iaa_pub10008_.jpg,0.6400000000000001,0.568,0.6240000000000001,0.584,0.6400000000000001,0.6440000000000001
iaa_pub10009_.jpg,0.784,0.68,0.7440000000000001,0.7120000000000001,0.7040000000000001,0.7440000000000001
iaa_pub1000_.jpg,0.776,0.68,0.7200000000000001,0.6480000000000001,0.7120000000000001,0.7280000000000001
iaa_pub10010_.jpg,0.544,0.4,0.5599999999999999,0.40800000000000003,0.512,0.46399999999999997
iaa_pub10011_.jpg,0.6074074074,0.6592592592000002,0.674074074,0.6666666666000001,0.6148148148,0.6481481482000001
iaa_pub10013_.jpg,0.5481481482,0.6222222222,0.6518518518,0.6222222222,0.5777777778000001,0.6074074074
iaa_pub10014_.jpg,0.48888888880000003,0.3925925926,0.5111111112,0.3703703704,0.46666666660000006,0.4148148148
iaa_pub10015_.jpg,0.7333333334000001,0.6222222222,0.6888888888,0.7111111112000001,0.637037037,0.7037037038
iaa_pub10016_.jpg,0.5777777778000001,0.42962962960000006,0.5703703703999999,0.5259259260000001,0.5481481482,0.5185185186
iaa_pub10017_.jpg,0.6888888888,0.6000000000000001,0.6666666666000001,0.637037037,0.6074074074,0.6333333334
iaa_pub10018_.jpg,0.5777777778000001,0.5851851852000001,0.637037037,0.5703703703999999,0.5777777778000001,0.5962962962000001
iaa_pub10019_.jpg,0.7333333334000001,0.6148148148,0.7925925926000001,0.6814814814000001,0.6518518518,0.7074074074
iaa_pub1001_.jpg,0.7360000000000001,0.7120000000000001,0.7360000000000001,0.7200000000000001,0.6880000000000001,0.7120000000000001
iaa_pub10020_.jpg,0.6222222222,0.5555555556,0.6666666666000001,0.5851851852000001,0.5777777778000001,0.5962962962000001
iaa_pub10021_.jpg,0.5481481482,0.5037037038000001,0.6518518518,0.5555555556,0.4962962962,0.5555555556
iaa_pub10023_.jpg,0.6444444444,0.5777777778000001,0.637037037,0.6518518518,0.5555555556,0.6148148148
iaa_pub10024_.jpg,0.6444444444,0.5037037038000001,0.6592592592000002,0.5851851852000001,0.6000000000000001,0.6148148148
iaa_pub10025_.jpg,0.6148148148,0.5037037038000001,0.637037037,0.5259259260000001,0.5259259260000001,0.5851851852000001
iaa_pub10027_.jpg,0.5333333334,0.5481481482,0.6148148148,0.5333333334,0.5259259260000001,0.5407407407999999
iaa_pub10028_.jpg,0.48888888880000003,0.437037037,0.5037037038000001,0.437037037,0.437037037,0.437037037
iaa_pub10029_.jpg,0.7481481482000001,0.7111111112000001,0.7333333334000001,0.7111111112000001,0.6666666666000001,0.7333333334000001
iaa_pub1002_.jpg,0.6480000000000001,0.6000000000000001,0.576,0.592,0.6160000000000001,0.6000000000000001
iaa_pub10030_.jpg,0.674074074,0.5851851852000001,0.674074074,0.6444444444,0.6000000000000001,0.6666666666000001
iaa_pub10031_.jpg,0.674074074,0.5925925926000001,0.6444444444,0.6148148148,0.6222222222,0.6407407408
iaa_pub10032_.jpg,0.6296296296000001,0.6814814814000001,0.6814814814000001,0.6074074074,0.5851851852000001,0.6444444444
iaa_pub10033_.jpg,0.7925925926000001,0.7407407408,0.7481481482000001,0.7185185186,0.7111111112000001,0.7592592592000001
iaa_pub10034_.jpg,0.3925925926,0.4148148148,0.4074074074,0.3851851852,0.3703703704,0.3444444444
iaa_pub10035_.jpg,0.674074074,0.5851851852000001,0.7037037038,0.5851851852000001,0.637037037,0.6185185186000001
iaa_pub10036_.jpg,0.7777777778,0.6962962962000001,0.7333333334000001,0.637037037,0.6592592592000002,0.7000000000000001
iaa_pub10037_.jpg,0.5259259260000001,0.42222222220000005,0.5333333334,0.4962962962,0.46666666660000006,0.4777777778
iaa_pub10038_.jpg,0.3333333334,0.3185185186000001,0.3333333334,0.362962963,0.2962962962,0.27037037039999995
iaa_pub10039_.jpg,0.7407407408,0.6962962962000001,0.8074074074,0.7111111112000001,0.6888888888,0.7444444444
iaa_pub1003_.jpg,0.45599999999999996,0.41600000000000004,0.42400000000000004,0.35200000000000004,0.44800000000000006,0.404
iaa_pub10040_.jpg,0.5851851852000001,0.474074074,0.5851851852000001,0.5037037038000001,0.5407407407999999,0.5481481482
iaa_pub10041_.jpg,0.6814814814000001,0.7037037038,0.7185185186,0.6444444444,0.6222222222,0.6777777778
iaa_pub10042_.jpg,0.5777777778000001,0.4814814814,0.562962963,0.5111111112,0.5111111112,0.5481481482
iaa_pub10044_.jpg,0.5555555556,0.5185185186,0.6000000000000001,0.5407407407999999,0.5333333334,0.562962963
iaa_pub10045_.jpg,0.637037037,0.5259259260000001,0.6444444444,0.5555555556,0.5333333334,0.5814814814
iaa_pub10046_.jpg,0.6148148148,0.6444444444,0.6666666666000001,0.6074074074,0.6000000000000001,0.6333333334
iaa_pub10047_.jpg,0.6148148148,0.5185185186,0.6444444444,0.5703703703999999,0.5777777778000001,0.6037037037999999
iaa_pub10049_.jpg,0.5481481482,0.42962962960000006,0.6074074074,0.5407407407999999,0.4962962962,0.5185185186
iaa_pub1004_.jpg,0.76,0.7200000000000001,0.7280000000000001,0.7280000000000001,0.7120000000000001,0.76
iaa_pub10050_.jpg,0.6444444444,0.5777777778000001,0.6444444444,0.6000000000000001,0.5703703703999999,0.6000000000000001
iaa_pub10051_.jpg,0.7111111112000001,0.7111111112000001,0.7185185186,0.6814814814000001,0.674074074,0.7111111112000001
iaa_pub10052_.jpg,0.637037037,0.5777777778000001,0.6592592592000002,0.5925925926000001,0.6000000000000001,0.6296296296000001
iaa_pub10053_.jpg,0.5925925926000001,0.5185185186,0.6222222222,0.5407407407999999,0.5555555556,0.5481481482
