Image Path,percentage_scores_beautiful&ugly,percentage_scores_colorful&monotone,percentage_scores_warm&cold,percentage_scores_harmonious&chaotic,softmax_scores_beautiful&ugly,softmax_scores_colorful&monotone,softmax_scores_warm&cold,softmax_scores_harmonious&chaotic
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/juiedesai19391601268.jpg,0.5379632115364075,0.5836359858512878,0.4806050658226013,0.5080350637435913,0.9101020693778992,0.9893044233322144,0.254282146692276,0.63297438621521
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/140585134@N0737498238334.jpg,0.5627264976501465,0.6593565940856934,0.487274169921875,0.4811311662197113,0.9734137654304504,0.9999790191650391,0.3075072765350342,0.16292686760425568
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/esetoscano34147143424.jpg,0.5781318545341492,0.5323010087013245,0.4961525499820709,0.5208550095558167,0.9793521165847778,0.8129682540893555,0.44957295060157776,0.7645862102508545
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/131513283@N0419731462291.jpg,0.5800334811210632,0.6017755270004272,0.558407723903656,0.5384725332260132,0.9711641669273376,0.9877175092697144,0.9116342663764954,0.8866745233535767
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/cwhatphotos22568348831.jpg,0.5552724599838257,0.5915141105651855,0.5465357303619385,0.5191795825958252,0.9525203108787537,0.992863118648529,0.9520033597946167,0.7957229018211365
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/pixelatedsky28364676438.jpg,0.5226267576217651,0.5845310688018799,0.5034489035606384,0.48852652311325073,0.8173879384994507,0.9966349005699158,0.562790036201477,0.2808890640735626
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/nicomessin26564841864.jpg,0.5564382672309875,0.5751695036888123,0.5210543274879456,0.5203792452812195,0.9477258920669556,0.9837287068367004,0.7901164889335632,0.8221611976623535
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/lumenscript28491813278.jpg,0.5765957832336426,0.5289982557296753,0.5030558109283447,0.51975417137146,0.9914501309394836,0.8546563982963562,0.5563797950744629,0.8086991310119629
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/tseyin30043740341.jpg,0.5778617858886719,0.532471776008606,0.5186105370521545,0.5075892806053162,0.9898601174354553,0.867594301700592,0.8066114187240601,0.6383906602859497
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/thegreenalbum31849207388.jpg,0.5206207633018494,0.6056765913963318,0.5209459066390991,0.4938965439796448,0.7471217513084412,0.9987152814865112,0.7838931083679199,0.3776025176048279
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/gingerbiscuit21109931910.jpg,0.5352433919906616,0.5862838625907898,0.526620626449585,0.5204676985740662,0.9004298448562622,0.9957661628723145,0.8497141003608704,0.8393715023994446
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/57734089@N0332550104093.jpg,0.5563201308250427,0.5797436237335205,0.46445536613464355,0.49618205428123474,0.9279108047485352,0.9889971017837524,0.17829351127147675,0.43932726979255676
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/glen-c20974054908.jpg,0.5273171067237854,0.5639927387237549,0.4841609597206116,0.4874011278152466,0.8287970423698425,0.9722535014152527,0.28135064244270325,0.320371150970459
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/147479758@N0232914083662.jpg,0.5869754552841187,0.6171364188194275,0.520824134349823,0.507070779800415,0.9932431578636169,0.999139666557312,0.803678035736084,0.6360798478126526
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/philippe7416024435571306.jpg,0.5779069662094116,0.5043367743492126,0.5250785946846008,0.5159767270088196,0.9849825501441956,0.5559967756271362,0.8002949357032776,0.7196284532546997
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/130397194@N0629318345878.jpg,0.5901601314544678,0.5585675835609436,0.5230450630187988,0.5235074162483215,0.9948900938034058,0.9673691391944885,0.8235403895378113,0.8416282534599304
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/130497974@N0219491043814.jpg,0.5252319574356079,0.6456965208053589,0.511732280254364,0.4930221736431122,0.8210400342941284,0.9999767541885376,0.6912804245948792,0.34058114886283875
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/resatkuleli20676142615.jpg,0.5515464544296265,0.5962125658988953,0.5353072285652161,0.5355031490325928,0.9642244577407837,0.9978734254837036,0.9109160900115967,0.9402113556861877
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/162814817@N0627431714937.jpg,0.5746585130691528,0.5115137696266174,0.5252124071121216,0.49999961256980896,0.9889934659004211,0.6628022193908691,0.8570232391357422,0.49999287724494934
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/james_mans29298526737.jpg,0.5364658832550049,0.6274480819702148,0.4993222951889038,0.501322329044342,0.8635343909263611,0.9993370175361633,0.49131980538368225,0.5222331285476685
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/107889266@N0746606944644.jpg,0.5350022912025452,0.5750731825828552,0.5336920022964478,0.5069107413291931,0.8897636532783508,0.9889577627182007,0.9264260530471802,0.6301436424255371
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/124213136@N0240957247895.jpg,0.5428431034088135,0.6111630797386169,0.5213122367858887,0.47755321860313416,0.9034846425056458,0.9979801774024963,0.7233383059501648,0.18819165229797363
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/ili198439307972004.jpg,0.5683393478393555,0.605823278427124,0.5307754278182983,0.5159605741500854,0.9539992809295654,0.998146653175354,0.8473137617111206,0.762529730796814
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/kimshand29838687993.jpg,0.5772749185562134,0.6073420643806458,0.5451663732528687,0.5169773101806641,0.989676296710968,0.9986990690231323,0.9573409557342529,0.8056071400642395
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/dscphotoca34908659512.jpg,0.526898980140686,0.5972505211830139,0.4921684265136719,0.4649992287158966,0.8118927478790283,0.9969754219055176,0.3836117684841156,0.07670986652374268
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/timpeake25352987494.jpg,0.5649576187133789,0.5647461414337158,0.5053839087486267,0.48393669724464417,0.9814594984054565,0.9874517321586609,0.6033015847206116,0.2023671418428421
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/42587893@N067469505698.jpg,0.5274518132209778,0.5620772242546082,0.5470107197761536,0.517034649848938,0.836402177810669,0.9705130457878113,0.9542333483695984,0.7643327116966248
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/a380spotter32526617690.jpg,0.5175173878669739,0.57745361328125,0.4910247325897217,0.5277549028396606,0.6938328742980957,0.9778106212615967,0.4059237837791443,0.8129755258560181
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/148560147@N0337039646742.jpg,0.54869145154953,0.60503089427948,0.5384908318519592,0.5078333616256714,0.9319645166397095,0.9962893724441528,0.9120791554450989,0.6299964785575867
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/ichnusa_land37834292562.jpg,0.4742509126663208,0.5909485816955566,0.5062371492385864,0.5064928531646729,0.18541626632213593,0.9929950833320618,0.5846148729324341,0.6115346550941467
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/tinto17726516245.jpg,0.5467435717582703,0.5786759257316589,0.4825085699558258,0.5142973065376282,0.9456754326820374,0.9925600290298462,0.24701178073883057,0.741888165473938
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/littlehandimages36600370075.jpg,0.5647106170654297,0.6062424778938293,0.5099453926086426,0.5197054147720337,0.9693518280982971,0.998314380645752,0.6449600458145142,0.8327340483665466
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/92582319@N0416604149125.jpg,0.5814478993415833,0.5936204791069031,0.5141432881355286,0.5248057842254639,0.9912896156311035,0.9954797029495239,0.7033817172050476,0.8476374745368958
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/145514929@N0827963940773.jpg,0.49769264459609985,0.5835540890693665,0.5054423213005066,0.500338077545166,0.46256598830223083,0.9943619966506958,0.582626223564148,0.5065089464187622
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/fatty_blue24058215926.jpg,0.540431022644043,0.5410385131835938,0.5402682423591614,0.5260999202728271,0.8976205587387085,0.9236574769020081,0.9379894733428955,0.8605961203575134
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/nightgallery20268772300.jpg,0.6188807487487793,0.5798658728599548,0.5220791697502136,0.5589559078216553,0.9972431659698486,0.9702208638191223,0.7551241517066956,0.9574825763702393
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/148031671@N0528303658707.jpg,0.4944624602794647,0.6278762221336365,0.5016859173774719,0.4827410876750946,0.41771143674850464,0.9998924732208252,0.5305842161178589,0.17747372388839722
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/144082435@N0332881843386.jpg,0.556110143661499,0.593775749206543,0.5214043855667114,0.5148066282272339,0.9648952484130859,0.9971029162406921,0.8036448955535889,0.753963053226471
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/66281151@N0716818379347.jpg,0.5254303216934204,0.6768888235092163,0.516478419303894,0.4504265785217285,0.8000093102455139,0.9999961853027344,0.6983392834663391,0.010907474905252457
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/theresahall40075594994.jpg,0.5483810901641846,0.6642994284629822,0.5067881941795349,0.5251659154891968,0.9514870047569275,0.9999788999557495,0.5957975387573242,0.8870072960853577
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/denis5724307999592.jpg,0.5208849906921387,0.5829938650131226,0.4995519518852234,0.46188950538635254,0.7396649122238159,0.99062180519104,0.49324268102645874,0.05844169110059738
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/zah_nober5099879529.jpg,0.5347849726676941,0.6199019551277161,0.5101442337036133,0.47705620527267456,0.8909667730331421,0.9997325539588928,0.65334552526474,0.12102417647838593
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/kuen-cherng17897846374.jpg,0.598016619682312,0.5389976501464844,0.49288976192474365,0.5260754823684692,0.9971960783004761,0.910877525806427,0.38575512170791626,0.8649808168411255
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/haselhorst33966586126.jpg,0.5015610456466675,0.5429639220237732,0.49452462792396545,0.4885348379611969,0.523749828338623,0.9328274726867676,0.41927918791770935,0.3172382712364197
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/bronwolff47055238594.jpg,0.5947211384773254,0.5615842938423157,0.5055387020111084,0.5268139243125916,0.9944131970405579,0.9661533236503601,0.5874472260475159,0.8587965369224548
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/boris_photography20045589364.jpg,0.5776408910751343,0.5242941975593567,0.5316691398620605,0.5175199508666992,0.9794341921806335,0.7837698459625244,0.8542798757553101,0.7285248637199402
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/whiterosehistory37210097331.jpg,0.49652186036109924,0.6545815467834473,0.47133907675743103,0.4574219584465027,0.4466427266597748,0.9999634027481079,0.15404289960861206,0.03457927703857422
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/geelog29034161553.jpg,0.5650401711463928,0.617434561252594,0.535041332244873,0.5104773640632629,0.9802439212799072,0.9994490742683411,0.9122836589813232,0.7088778614997864
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/olivier_mouhot31948898640.jpg,0.5752368569374084,0.5700421333312988,0.49511775374412537,0.5540697574615479,0.9707913398742676,0.9671333432197571,0.4399663507938385,0.9556684494018555
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/lumenscript36496767044.jpg,0.5566849112510681,0.5078653693199158,0.5124330520629883,0.4835716187953949,0.947091281414032,0.604901134967804,0.661440372467041,0.28682777285575867
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/bontegram33626987212.jpg,0.49580880999565125,0.5736387968063354,0.5068091154098511,0.5068567991256714,0.44219210743904114,0.9913120865821838,0.6085090637207031,0.6280626058578491
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/152180999@N0227782006127.jpg,0.5821325182914734,0.5940662026405334,0.5427277088165283,0.5361746549606323,0.9901420474052429,0.9963625073432922,0.9440815448760986,0.9419403672218323
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/paridae21853681848.jpg,0.522735595703125,0.5941199660301208,0.5061389207839966,0.5532694458961487,0.8061437606811523,0.9933140873908997,0.5888416171073914,0.9699134826660156
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/raulhcouto39005605252.jpg,0.5920860171318054,0.595027506351471,0.5335178375244141,0.525377094745636,0.9908289909362793,0.9929918050765991,0.8483964204788208,0.835833728313446
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/drewmayphoto27364238225.jpg,0.5940495133399963,0.5436533093452454,0.5001504421234131,0.5150113701820374,0.9921867847442627,0.9257796406745911,0.5028418898582458,0.7395065426826477
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/133801455@N0830199889393.jpg,0.5779286623001099,0.532635509967804,0.512665331363678,0.4974353015422821,0.9822935461997986,0.8477908372879028,0.6803385615348816,0.4613412320613861
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/slimet27803540800.jpg,0.5537174344062805,0.5424538850784302,0.5469194054603577,0.5062299966812134,0.9500066637992859,0.9053114652633667,0.9387765526771545,0.6017796397209167
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/125567240@N0227566753325.jpg,0.5357393622398376,0.5282633900642395,0.48458874225616455,0.5467371940612793,0.884392499923706,0.8328073620796204,0.2884557545185089,0.95318204164505
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/117679407@N0828865500835.jpg,0.5573262572288513,0.6525273323059082,0.4987141788005829,0.49251243472099304,0.956139326095581,0.9999722242355347,0.48233410716056824,0.3449746370315552
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/havensparadise16404907320.jpg,0.5351207256317139,0.5665906667709351,0.46648186445236206,0.5264881253242493,0.880969762802124,0.9871881008148193,0.09849356859922409,0.8907511234283447
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/144745116@N0545605508752.jpg,0.5707041621208191,0.614652156829834,0.5241823792457581,0.5196621417999268,0.9783299565315247,0.9968611001968384,0.7850095629692078,0.7645238637924194
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/90334959@N0626371503253.jpg,0.5392884612083435,0.5986954569816589,0.49692755937576294,0.49241334199905396,0.9077430963516235,0.9988123178482056,0.4471839666366577,0.34791868925094604
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/giannafou32385574545.jpg,0.5348600149154663,0.6312588453292847,0.5061379075050354,0.4946129322052002,0.8725076913833618,0.9997643828392029,0.5890563130378723,0.38977381587028503
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/38998307@N0539171813784.jpg,0.5136809945106506,0.5870152115821838,0.5026085376739502,0.5150107741355896,0.6479794383049011,0.9724570512771606,0.5266309380531311,0.6796756982803345
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/jrrondeau40656427490.jpg,0.5258661508560181,0.5731238126754761,0.5313771963119507,0.506359875202179,0.7889448404312134,0.9872363805770874,0.8712062239646912,0.6103273630142212
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/117679407@N0827750645733.jpg,0.5641248226165771,0.6167622804641724,0.5179644227027893,0.5477167367935181,0.9768345952033997,0.9989646673202515,0.7423831820487976,0.9736673831939697
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/bassia0918402028349.jpg,0.5479456782341003,0.6116076111793518,0.5087982416152954,0.5172653794288635,0.9310780167579651,0.9970777034759521,0.6130316257476807,0.7672742605209351
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/159973025@N0742445144115.jpg,0.5035088062286377,0.590969443321228,0.509096622467041,0.5004221796989441,0.5568016171455383,0.9980365633964539,0.6309419274330139,0.5082346796989441
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/lumenscript38036519304.jpg,0.5667368173599243,0.6011978387832642,0.4905097782611847,0.500460684299469,0.9833298325538635,0.9973606467247009,0.3434557020664215,0.5089869499206543
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/coolrabbitblue24009395045.jpg,0.5680370926856995,0.5472782850265503,0.5252415537834167,0.4987688362598419,0.9855681657791138,0.9513612389564514,0.8705469965934753,0.4764816462993622
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/lopamudrabarman36733271685.jpg,0.5696925520896912,0.5242308378219604,0.4981147050857544,0.5215142369270325,0.987557053565979,0.8281557559967041,0.46793052554130554,0.8368324041366577
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/142957381@N0428755574956.jpg,0.6051461696624756,0.5911812782287598,0.547015368938446,0.5035747289657593,0.9956763386726379,0.99274080991745,0.9501171708106995,0.56195068359375
/home/xiaoyi/datasets/ICAA17K/complementary/orange_blue/thierry00726596475925.jpg,0.5705596208572388,0.5481278896331787,0.5283749103546143,0.5032945275306702,0.9811086058616638,0.9370182156562805,0.8739557862281799,0.5566137433052063
